49.56753,5.804352
50.7755,3.446899
50.640463,3.066961
50.764523,4.198031
50.378878,5.850983
50.498492,4.90362
50.102368,4.807117
50.463298,4.374055
51.310598,4.264975
50.786532,4.317354
51.604628,4.781638
51.696467,4.846743
50.473713,4.292973
50.622345,5.580849
50.918079,3.213219
51.126831,4.492219
50.755076,5.680109
49.815564,4.587612
51.149053,5.903448
51.198627,4.636425
51.131743,5.077239
50.999622,5.851314
49.519313,5.796941
50.5361,5.473045
51.14728,3.79202
50.527586,5.259369
50.26986,4.33986
50.899804,5.512899
50.947929,4.413604
51.35985,4.283626
51.4416,5.4697
50.3062,3.3036
51.0137,4.2011
51.2093,3.2247
